highest_layer,transport_layer,src_ip,dst_ip,src_port,dst_port,ip_flag,packet_length,transport_flag,time,timestamp,geo_country,data 
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.096085,1547895683096,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.098768,1547895683098,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.098934,1547895683098,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.102275,1547895683102,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.105555,1547895683105,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.105711,1547895683105,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.108675,1547895683108,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.111508,1547895683111,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.111668,1547895683111,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.114771,1547895683114,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.117517,1547895683117,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.117686,1547895683117,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.120780,1547895683120,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.123989,1547895683123,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.124145,1547895683124,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.127284,1547895683127,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.136752,1547895683136,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.136908,1547895683136,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.139672,1547895683139,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.142914,1547895683142,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.143100,1547895683143,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.146001,1547895683146,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.149194,1547895683149,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.149351,1547895683149,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.152245,1547895683152,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.155193,1547895683155,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.155357,1547895683155,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.158214,1547895683158,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.162420,1547895683162,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.162591,1547895683162,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.165715,1547895683165,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.168597,1547895683168,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.168767,1547895683168,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.171943,1547895683171,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.174901,1547895683174,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.175057,1547895683175,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.179629,1547895683179,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.180966,1547895683180,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.181127,1547895683181,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.184175,1547895683184,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.184307,1547895683184,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.187706,1547895683187,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.187843,1547895683187,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.190666,1547895683190,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.190816,1547895683190,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.193417,1547895683193,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.193551,1547895683193,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.196425,1547895683196,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.196561,1547895683196,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.199685,1547895683199,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.199830,1547895683199,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.202846,1547895683202,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.202982,1547895683202,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.206074,1547895683206,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.206194,1547895683206,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.209171,1547895683209,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.209354,1547895683209,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.212151,1547895683212,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.212288,1547895683212,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.215144,1547895683215,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.215308,1547895683215,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.218264,1547895683218,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.218395,1547895683218,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.221604,1547895683221,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.221736,1547895683221,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.224886,1547895683224,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.225018,1547895683225,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.227864,1547895683227,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.228011,1547895683228,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.236374,1547895683236,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.236511,1547895683236,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.239617,1547895683239,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.239754,1547895683239,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.242771,1547895683242,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.242920,1547895683242,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.245580,1547895683245,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.245714,1547895683245,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.248806,1547895683248,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.249024,1547895683249,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.251819,1547895683251,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.251967,1547895683251,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.254840,1547895683254,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.254976,1547895683254,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.258069,1547895683258,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.258211,1547895683258,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.261334,1547895683261,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.261487,1547895683261,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.264566,1547895683264,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.264700,1547895683264,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.267561,1547895683267,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.267698,1547895683267,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.270541,1547895683270,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.270689,1547895683270,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.274198,1547895683274,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.274335,1547895683274,Unknown,
SSDP,UDP,192.168.1.35,239.255.255.250,50044,1900,0,1,-1,2019-01-19 16:31:23.274688,1547895683274,Unknown,
SSDP,UDP,192.168.1.1,192.168.1.35,1900,50044,16384,2,-1,2019-01-19 16:31:23.276502,1547895683276,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,24,2019-01-19 16:31:23.277103,1547895683277,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.277210,1547895683277,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.280002,1547895683280,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.280172,1547895683280,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.283178,1547895683283,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.283381,1547895683283,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 16:31:23.283482,1547895683283,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.285988,1547895683285,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.286115,1547895683286,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.289524,1547895683289,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.289670,1547895683289,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.292530,1547895683292,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.292786,1547895683292,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.316247,1547895683316,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.320694,1547895683320,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.320916,1547895683320,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.323991,1547895683323,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.327230,1547895683327,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.327396,1547895683327,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.334700,1547895683334,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.341677,1547895683341,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.341833,1547895683341,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.344908,1547895683344,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.347669,1547895683347,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.347833,1547895683347,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.350669,1547895683350,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.353619,1547895683353,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.353774,1547895683353,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.357422,1547895683357,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.360372,1547895683360,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.360525,1547895683360,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.363407,1547895683363,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.366101,1547895683366,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.366273,1547895683366,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.369402,1547895683369,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.372342,1547895683372,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.372501,1547895683372,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 16:31:23.372685,1547895683372,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.376134,1547895683376,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.379265,1547895683379,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.379398,1547895683379,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.384415,1547895683384,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.385108,1547895683385,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.385308,1547895683385,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.388120,1547895683388,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.391563,1547895683391,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.391770,1547895683391,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.394873,1547895683394,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.419545,1547895683419,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.419705,1547895683419,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.422582,1547895683422,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.425786,1547895683425,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.425953,1547895683425,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.428854,1547895683428,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.441051,1547895683441,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.441207,1547895683441,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.444278,1547895683444,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.447508,1547895683447,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.447666,1547895683447,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.450765,1547895683450,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.453972,1547895683453,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.454140,1547895683454,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.457275,1547895683457,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.460217,1547895683460,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.460371,1547895683460,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.463301,1547895683463,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.466234,1547895683466,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.466390,1547895683466,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.469751,1547895683469,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.472684,1547895683472,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.472849,1547895683472,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.475728,1547895683475,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.480921,1547895683480,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.481081,1547895683481,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.484202,1547895683484,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.487095,1547895683487,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.487246,1547895683487,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.490202,1547895683490,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.493668,1547895683493,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.493896,1547895683493,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.496686,1547895683496,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.516157,1547895683516,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.516294,1547895683516,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.518906,1547895683518,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.519059,1547895683519,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.522168,1547895683522,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.522305,1547895683522,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.525484,1547895683525,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.525636,1547895683525,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.537625,1547895683537,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.537773,1547895683537,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.540886,1547895683540,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.541022,1547895683541,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.545622,1547895683545,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.545758,1547895683545,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.549230,1547895683549,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.549380,1547895683549,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.554105,1547895683554,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.554240,1547895683554,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.556854,1547895683556,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.556987,1547895683556,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.560087,1547895683560,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.560238,1547895683560,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.563682,1547895683563,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.563807,1547895683563,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.566588,1547895683566,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.566725,1547895683566,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.569589,1547895683569,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.569770,1547895683569,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.572824,1547895683572,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.572960,1547895683572,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.575573,1547895683575,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.575707,1547895683575,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.583551,1547895683583,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.583699,1547895683583,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.587207,1547895683587,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.587344,1547895683587,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.589847,1547895683589,Unknown,
TCP,TCP,192.168.1.35,13.107.4.50,20052,80,16384,0,16,2019-01-19 16:31:23.590026,1547895683590,Unknown,
TCP,TCP,13.107.4.50,192.168.1.35,80,20052,16384,11,16,2019-01-19 16:31:23.593048,1547895683593,Unknown,
