highest_layer,transport_layer,src_ip,dst_ip,src_port,dst_port,ip_flag,packet_length,transport_flag,time,timestamp,geo_country,data
SSL,TCP,192.168.1.35,23.62.135.68,19559,443,16384,1,24,2019-01-19 15:41:25.644056,1547892685644,Unknown,
SSL,TCP,23.62.135.68,192.168.1.35,443,19558,16384,11,16,2019-01-19 15:41:25.650727,1547892685650,Unknown,
SSL,TCP,23.62.135.68,192.168.1.35,443,19558,16384,1,24,2019-01-19 15:41:25.651010,1547892685651,Unknown,
TCP,TCP,192.168.1.35,23.62.135.68,19558,443,16384,0,16,2019-01-19 15:41:25.651125,1547892685651,Unknown,
SSL,TCP,192.168.1.35,23.62.135.68,19558,443,16384,1,24,2019-01-19 15:41:25.655464,1547892685655,Unknown,
SSL,TCP,23.62.135.68,192.168.1.35,443,19557,16384,11,16,2019-01-19 15:41:25.665568,1547892685665,Unknown,
SSL,TCP,23.62.135.68,192.168.1.35,443,19557,16384,1,24,2019-01-19 15:41:25.665832,1547892685665,Unknown,
TCP,TCP,192.168.1.35,23.62.135.68,19557,443,16384,0,16,2019-01-19 15:41:25.665981,1547892685665,Unknown,
SSL,TCP,192.168.1.35,23.62.135.68,19557,443,16384,1,24,2019-01-19 15:41:25.670271,1547892685670,Unknown,
SSL,TCP,23.62.135.68,192.168.1.35,443,19559,16384,2,24,2019-01-19 15:41:25.921049,1547892685921,Unknown,
SSL,TCP,192.168.1.35,23.62.135.68,19559,443,16384,2,24,2019-01-19 15:41:25.924719,1547892685924,Unknown,
SSL,TCP,23.62.135.68,192.168.1.35,443,19558,16384,2,24,2019-01-19 15:41:25.938403,1547892685938,Unknown,
SSL,TCP,192.168.1.35,23.62.135.68,19558,443,16384,2,24,2019-01-19 15:41:25.939551,1547892685939,Unknown,
SSL,TCP,23.62.135.68,192.168.1.35,443,19557,16384,2,24,2019-01-19 15:41:25.955448,1547892685955,Unknown,
SSL,TCP,192.168.1.35,23.62.135.68,19557,443,16384,2,24,2019-01-19 15:41:25.956624,1547892685956,Unknown,
SSL,TCP,23.62.135.68,192.168.1.35,443,19559,16384,11,16,2019-01-19 15:41:26.208957,1547892686208,Unknown,
TCP,TCP,23.62.135.68,192.168.1.35,443,19559,16384,11,16,2019-01-19 15:41:26.212151,1547892686212,Unknown,
TCP,TCP,192.168.1.35,23.62.135.68,19559,443,16384,0,16,2019-01-19 15:41:26.212320,1547892686212,Unknown,
TCP,TCP,23.62.135.68,192.168.1.35,443,19559,16384,11,16,2019-01-19 15:41:26.215655,1547892686215,Unknown,
SSL,TCP,23.62.135.68,192.168.1.35,443,19559,16384,4,24,2019-01-19 15:41:26.218706,1547892686218,Unknown,
TCP,TCP,192.168.1.35,23.62.135.68,19559,443,16384,0,16,2019-01-19 15:41:26.218883,1547892686218,Unknown,
SSL,TCP,23.62.135.68,192.168.1.35,443,19557,16384,3,24,2019-01-19 15:41:26.246218,1547892686246,Unknown,
TCP,TCP,23.62.135.68,192.168.1.35,443,19558,16384,0,16,2019-01-19 15:41:26.270829,1547892686270,Unknown,
TCP,TCP,192.168.1.35,23.62.135.68,19557,443,16384,0,16,2019-01-19 15:41:26.286874,1547892686286,Unknown,
SSL,TCP,23.62.135.68,192.168.1.35,443,19558,16384,11,16,2019-01-19 15:41:26.334974,1547892686334,Unknown,
TCP,TCP,23.62.135.68,192.168.1.35,443,19558,16384,11,16,2019-01-19 15:41:26.337826,1547892686337,Unknown,
TCP,TCP,192.168.1.35,23.62.135.68,19558,443,16384,0,16,2019-01-19 15:41:26.337919,1547892686337,Unknown,
SSL,TCP,23.62.135.68,192.168.1.35,443,19558,16384,5,24,2019-01-19 15:41:26.339655,1547892686339,Unknown,
TCP,TCP,192.168.1.35,23.62.135.68,19558,443,16384,0,16,2019-01-19 15:41:26.379613,1547892686379,Unknown,
ICMPV6,NONE,fe80::1,ff02::1,-1,-1,-1,0,-1,2019-01-19 15:41:27.881653,1547892687881,Unknown,
SSDP,UDP,192.168.1.35,239.255.255.250,50044,1900,0,1,-1,2019-01-19 15:41:28.572351,1547892688572,Unknown,
SSDP,UDP,192.168.1.1,192.168.1.35,1900,50044,16384,2,-1,2019-01-19 15:41:28.575378,1547892688575,Unknown,
SSDP,UDP,192.168.1.35,239.255.255.250,50044,1900,0,1,-1,2019-01-19 15:41:32.588163,1547892692588,Unknown,
SSDP,UDP,192.168.1.1,192.168.1.35,1900,50044,16384,2,-1,2019-01-19 15:41:32.589747,1547892692589,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,19560,48025,16384,0,2,2019-01-19 15:41:32.595099,1547892692595,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,19560,16384,0,18,2019-01-19 15:41:32.596445,1547892692596,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,19560,48025,16384,0,16,2019-01-19 15:41:32.596654,1547892692596,Unknown,
HTTP,TCP,192.168.1.35,192.168.1.1,19560,48025,16384,1,24,2019-01-19 15:41:32.596925,1547892692596,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,19560,16384,0,16,2019-01-19 15:41:32.598608,1547892692598,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,19560,16384,11,16,2019-01-19 15:41:32.599840,1547892692599,Unknown,
XML,TCP,192.168.1.1,192.168.1.35,48025,19560,16384,9,24,2019-01-19 15:41:32.600079,1547892692600,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,19560,48025,16384,0,16,2019-01-19 15:41:32.600199,1547892692600,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,19560,48025,16384,0,17,2019-01-19 15:41:32.600333,1547892692600,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,19560,16384,0,17,2019-01-19 15:41:32.600340,1547892692600,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,19560,48025,16384,0,16,2019-01-19 15:41:32.600419,1547892692600,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,19560,16384,0,16,2019-01-19 15:41:32.601809,1547892692601,Unknown,
DNS,UDP,fe80::e8c6:ffec:88f9:7080,fe80::1,63960,53,-1,0,-1,2019-01-19 15:41:33.703497,1547892693703,Unknown,
DNS,UDP,fe80::1,fe80::e8c6:ffec:88f9:7080,53,63960,-1,0,-1,2019-01-19 15:41:33.766889,1547892693766,Unknown,
ICMPV6,NONE,fe80::1,ff02::1,-1,-1,-1,0,-1,2019-01-19 15:41:35.001631,1547892695001,Unknown,
SSDP,UDP,192.168.1.35,239.255.255.250,50044,1900,0,1,-1,2019-01-19 15:41:35.589505,1547892695589,Unknown,
SSDP,UDP,192.168.1.1,192.168.1.35,1900,50044,16384,2,-1,2019-01-19 15:41:35.593204,1547892695593,Unknown,
SSDP,UDP,192.168.1.35,239.255.255.250,50044,1900,0,1,-1,2019-01-19 15:41:38.589403,1547892698589,Unknown,
SSDP,UDP,192.168.1.1,192.168.1.35,1900,50044,16384,2,-1,2019-01-19 15:41:38.590883,1547892698590,Unknown,
ICMPV6,NONE,fe80::1,ff02::1,-1,-1,-1,0,-1,2019-01-19 15:41:39.761692,1547892699761,Unknown,
SSDP,UDP,192.168.1.35,239.255.255.250,50044,1900,0,1,-1,2019-01-19 15:41:42.604026,1547892702604,Unknown,
SSDP,UDP,192.168.1.1,192.168.1.35,1900,50044,16384,2,-1,2019-01-19 15:41:42.605778,1547892702605,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,19561,48025,16384,0,2,2019-01-19 15:41:42.613353,1547892702613,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,19561,16384,0,18,2019-01-19 15:41:42.615021,1547892702615,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,19561,48025,16384,0,16,2019-01-19 15:41:42.615130,1547892702615,Unknown,
HTTP,TCP,192.168.1.35,192.168.1.1,19561,48025,16384,1,24,2019-01-19 15:41:42.615271,1547892702615,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,19561,16384,0,16,2019-01-19 15:41:42.616730,1547892702616,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,19561,16384,11,16,2019-01-19 15:41:42.617867,1547892702617,Unknown,
XML,TCP,192.168.1.1,192.168.1.35,48025,19561,16384,9,24,2019-01-19 15:41:42.618173,1547892702618,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,19561,48025,16384,0,16,2019-01-19 15:41:42.618273,1547892702618,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,19561,48025,16384,0,17,2019-01-19 15:41:42.618347,1547892702618,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,19561,16384,0,17,2019-01-19 15:41:42.618673,1547892702618,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,19561,48025,16384,0,16,2019-01-19 15:41:42.618745,1547892702618,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,19561,16384,0,16,2019-01-19 15:41:42.620627,1547892702620,Unknown,
SSDP,UDP,192.168.1.35,239.255.255.250,50044,1900,0,1,-1,2019-01-19 15:41:45.605221,1547892705605,Unknown,
SSDP,UDP,192.168.1.1,192.168.1.35,1900,50044,16384,2,-1,2019-01-19 15:41:45.606871,1547892705606,Unknown,
ICMPV6,NONE,fe80::1,ff02::1,-1,-1,-1,0,-1,2019-01-19 15:41:47.062083,1547892707062,Unknown,
SSDP,UDP,192.168.1.35,239.255.255.250,50044,1900,0,1,-1,2019-01-19 15:41:48.605914,1547892708605,Unknown,
SSDP,UDP,192.168.1.1,192.168.1.35,1900,50044,16384,2,-1,2019-01-19 15:41:48.607813,1547892708607,Unknown,
ICMP,NONE,192.168.1.35,216.58.199.174,-1,-1,0,0,-1,2019-01-19 15:41:48.782365,1547892708782,Unknown,
ICMP,NONE,216.58.199.174,192.168.1.35,-1,-1,0,0,-1,2019-01-19 15:41:48.866266,1547892708866,Unknown,
ICMP,NONE,192.168.1.35,216.58.199.174,-1,-1,0,0,-1,2019-01-19 15:41:49.786748,1547892709786,Unknown,
ICMP,NONE,216.58.199.174,192.168.1.35,-1,-1,0,0,-1,2019-01-19 15:41:49.870267,1547892709870,Unknown,
SSL,TCP,192.0.78.23,192.168.1.35,443,18784,16384,0,24,2019-01-19 15:41:49.875675,1547892709875,Unknown,
SSL,TCP,192.168.1.35,192.0.78.23,18784,443,16384,0,24,2019-01-19 15:41:49.876688,1547892709876,Unknown,
TCP,TCP,192.0.78.23,192.168.1.35,443,18784,16384,0,16,2019-01-19 15:41:50.085729,1547892710085,Unknown,
ICMP,NONE,192.168.1.35,216.58.199.174,-1,-1,0,0,-1,2019-01-19 15:41:50.796245,1547892710796,Unknown,
ICMP,NONE,216.58.199.174,192.168.1.35,-1,-1,0,0,-1,2019-01-19 15:41:50.880752,1547892710880,Unknown,
ICMP,NONE,192.168.1.35,216.58.199.174,-1,-1,0,0,-1,2019-01-19 15:41:51.802295,1547892711802,Unknown,
ICMP,NONE,216.58.199.174,192.168.1.35,-1,-1,0,0,-1,2019-01-19 15:41:51.887422,1547892711887,Unknown,
SSDP,UDP,192.168.1.35,239.255.255.250,50044,1900,0,1,-1,2019-01-19 15:41:52.617130,1547892712617,Unknown,
SSDP,UDP,192.168.1.1,192.168.1.35,1900,50044,16384,2,-1,2019-01-19 15:41:52.618992,1547892712618,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,19562,48025,16384,0,2,2019-01-19 15:41:52.620374,1547892712620,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,19562,16384,0,18,2019-01-19 15:41:52.621666,1547892712621,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,19562,48025,16384,0,16,2019-01-19 15:41:52.621809,1547892712621,Unknown,
HTTP,TCP,192.168.1.35,192.168.1.1,19562,48025,16384,1,24,2019-01-19 15:41:52.621977,1547892712621,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,19562,16384,0,16,2019-01-19 15:41:52.623301,1547892712623,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,19562,16384,11,16,2019-01-19 15:41:52.624452,1547892712624,Unknown,
XML,TCP,192.168.1.1,192.168.1.35,48025,19562,16384,9,24,2019-01-19 15:41:52.624996,1547892712624,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,19562,48025,16384,0,16,2019-01-19 15:41:52.625084,1547892712625,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,19562,48025,16384,0,17,2019-01-19 15:41:52.625128,1547892712625,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,19562,16384,0,17,2019-01-19 15:41:52.625286,1547892712625,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,19562,48025,16384,0,16,2019-01-19 15:41:52.625338,1547892712625,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,19562,16384,0,16,2019-01-19 15:41:52.626578,1547892712626,Unknown,
ICMP,NONE,192.168.1.35,216.58.199.174,-1,-1,0,0,-1,2019-01-19 15:41:52.811566,1547892712811,Unknown,
ICMP,NONE,216.58.199.174,192.168.1.35,-1,-1,0,0,-1,2019-01-19 15:41:52.895487,1547892712895,Unknown,
ICMP,NONE,192.168.1.35,216.58.199.174,-1,-1,0,0,-1,2019-01-19 15:41:53.819676,1547892713819,Unknown,
ICMP,NONE,216.58.199.174,192.168.1.35,-1,-1,0,0,-1,2019-01-19 15:41:53.904393,1547892713904,Unknown,
ICMPV6,NONE,fe80::1,ff02::1,-1,-1,-1,0,-1,2019-01-19 15:41:54.742196,1547892714742,Unknown,
ICMP,NONE,192.168.1.35,216.58.199.174,-1,-1,0,0,-1,2019-01-19 15:41:54.826185,1547892714826,Unknown,
ICMP,NONE,216.58.199.174,192.168.1.35,-1,-1,0,0,-1,2019-01-19 15:41:54.910493,1547892714910,Unknown,
SSDP,UDP,192.168.1.35,239.255.255.250,50044,1900,0,1,-1,2019-01-19 15:41:55.617127,1547892715617,Unknown,
SSDP,UDP,192.168.1.1,192.168.1.35,1900,50044,16384,2,-1,2019-01-19 15:41:55.618863,1547892715618,Unknown,
ICMP,NONE,192.168.1.35,216.58.199.174,-1,-1,0,0,-1,2019-01-19 15:41:55.833739,1547892715833,Unknown,
ICMP,NONE,216.58.199.174,192.168.1.35,-1,-1,0,0,-1,2019-01-19 15:41:55.917182,1547892715917,Unknown,
ICMP,NONE,192.168.1.35,216.58.199.174,-1,-1,0,0,-1,2019-01-19 15:41:56.838862,1547892716838,Unknown,
ICMP,NONE,216.58.199.174,192.168.1.35,-1,-1,0,0,-1,2019-01-19 15:41:56.922954,1547892716922,Unknown,
ICMP,NONE,192.168.1.35,216.58.199.174,-1,-1,0,0,-1,2019-01-19 15:41:57.848187,1547892717848,Unknown,
ICMP,NONE,216.58.199.174,192.168.1.35,-1,-1,0,0,-1,2019-01-19 15:41:57.930754,1547892717930,Unknown,
SSDP,UDP,192.168.1.35,239.255.255.250,50044,1900,0,1,-1,2019-01-19 15:41:58.617186,1547892718617,Unknown,
SSDP,UDP,192.168.1.1,192.168.1.35,1900,50044,16384,2,-1,2019-01-19 15:41:58.618953,1547892718618,Unknown,
ICMP,NONE,192.168.1.35,216.58.199.174,-1,-1,0,0,-1,2019-01-19 15:41:58.858356,1547892718858,Unknown,
ICMP,NONE,216.58.199.174,192.168.1.35,-1,-1,0,0,-1,2019-01-19 15:41:58.943149,1547892718943,Unknown,
ICMP,NONE,192.168.1.35,216.58.199.174,-1,-1,0,0,-1,2019-01-19 15:41:59.863018,1547892719863,Unknown,
ICMP,NONE,216.58.199.174,192.168.1.35,-1,-1,0,0,-1,2019-01-19 15:41:59.946999,1547892719946,Unknown,
ICMP,NONE,192.168.1.35,216.58.199.174,-1,-1,0,0,-1,2019-01-19 15:42:00.867706,1547892720867,Unknown,
ICMP,NONE,216.58.199.174,192.168.1.35,-1,-1,0,0,-1,2019-01-19 15:42:00.951054,1547892720951,Unknown,
ICMP,NONE,192.168.1.35,216.58.199.174,-1,-1,0,0,-1,2019-01-19 15:42:01.872395,1547892721872,Unknown,
ICMP,NONE,216.58.199.174,192.168.1.35,-1,-1,0,0,-1,2019-01-19 15:42:01.956566,1547892721956,Unknown,
ICMPV6,NONE,fe80::1,ff02::1,-1,-1,-1,0,-1,2019-01-19 15:42:02.441857,1547892722441,Unknown,
SSDP,UDP,192.168.1.35,239.255.255.250,50044,1900,0,1,-1,2019-01-19 15:42:02.632286,1547892722632,Unknown,
SSDP,UDP,192.168.1.1,192.168.1.35,1900,50044,16384,2,-1,2019-01-19 15:42:02.633792,1547892722633,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,19563,48025,16384,0,2,2019-01-19 15:42:02.635711,1547892722635,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,19563,16384,0,18,2019-01-19 15:42:02.636903,1547892722636,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,19563,48025,16384,0,16,2019-01-19 15:42:02.637001,1547892722637,Unknown,
HTTP,TCP,192.168.1.35,192.168.1.1,19563,48025,16384,1,24,2019-01-19 15:42:02.637096,1547892722637,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,19563,16384,0,16,2019-01-19 15:42:02.638659,1547892722638,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,19563,16384,11,16,2019-01-19 15:42:02.639844,1547892722639,Unknown,
XML,TCP,192.168.1.1,192.168.1.35,48025,19563,16384,9,24,2019-01-19 15:42:02.640172,1547892722640,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,19563,48025,16384,0,16,2019-01-19 15:42:02.640237,1547892722640,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,19563,48025,16384,0,17,2019-01-19 15:42:02.640277,1547892722640,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,19563,16384,0,17,2019-01-19 15:42:02.640501,1547892722640,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,19563,48025,16384,0,16,2019-01-19 15:42:02.640549,1547892722640,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,19563,16384,0,16,2019-01-19 15:42:02.642107,1547892722642,Unknown,
ICMP,NONE,192.168.1.35,216.58.199.174,-1,-1,0,0,-1,2019-01-19 15:42:02.878648,1547892722878,Unknown,
ICMP,NONE,216.58.199.174,192.168.1.35,-1,-1,0,0,-1,2019-01-19 15:42:02.963821,1547892722963,Unknown,
ICMP,NONE,192.168.1.35,216.58.199.174,-1,-1,0,0,-1,2019-01-19 15:42:03.887560,1547892723887,Unknown,
ICMP,NONE,216.58.199.174,192.168.1.35,-1,-1,0,0,-1,2019-01-19 15:42:03.971087,1547892723971,Unknown,
ICMP,NONE,192.168.1.35,216.58.199.174,-1,-1,0,0,-1,2019-01-19 15:42:04.896707,1547892724896,Unknown,
ICMP,NONE,216.58.199.174,192.168.1.35,-1,-1,0,0,-1,2019-01-19 15:42:04.983356,1547892724983,Unknown,
SSDP,UDP,192.168.1.35,239.255.255.250,50044,1900,0,1,-1,2019-01-19 15:42:05.632256,1547892725632,Unknown,
SSDP,UDP,192.168.1.1,192.168.1.35,1900,50044,16384,2,-1,2019-01-19 15:42:05.633828,1547892725633,Unknown,
ICMP,NONE,192.168.1.35,216.58.199.174,-1,-1,0,0,-1,2019-01-19 15:42:05.905552,1547892725905,Unknown,
ICMPV6,NONE,fe80::1,ff02::1,-1,-1,-1,0,-1,2019-01-19 15:42:05.911932,1547892725911,Unknown,
ICMP,NONE,216.58.199.174,192.168.1.35,-1,-1,0,0,-1,2019-01-19 15:42:05.988436,1547892725988,Unknown,
ICMP,NONE,192.168.1.35,216.58.199.174,-1,-1,0,0,-1,2019-01-19 15:42:06.913710,1547892726913,Unknown,
ICMP,NONE,216.58.199.174,192.168.1.35,-1,-1,0,0,-1,2019-01-19 15:42:06.996800,1547892726996,Unknown,
ICMP,NONE,192.168.1.35,216.58.199.174,-1,-1,0,0,-1,2019-01-19 15:42:07.921968,1547892727921,Unknown,
ICMP,NONE,216.58.199.174,192.168.1.35,-1,-1,0,0,-1,2019-01-19 15:42:08.005168,1547892728005,Unknown,
SSDP,UDP,192.168.1.35,239.255.255.250,50044,1900,0,1,-1,2019-01-19 15:42:08.633208,1547892728633,Unknown,
SSDP,UDP,192.168.1.1,192.168.1.35,1900,50044,16384,2,-1,2019-01-19 15:42:08.634894,1547892728634,Unknown,
ICMP,NONE,192.168.1.35,216.58.199.174,-1,-1,0,0,-1,2019-01-19 15:42:08.928276,1547892728928,Unknown,
ICMP,NONE,216.58.199.174,192.168.1.35,-1,-1,0,0,-1,2019-01-19 15:42:09.010834,1547892729010,Unknown,
ICMP,NONE,192.168.1.35,216.58.199.174,-1,-1,0,0,-1,2019-01-19 15:42:09.934029,1547892729934,Unknown,
ICMP,NONE,216.58.199.174,192.168.1.35,-1,-1,0,0,-1,2019-01-19 15:42:10.017343,1547892730017,Unknown,
ICMP,NONE,192.168.1.35,216.58.199.174,-1,-1,0,0,-1,2019-01-19 15:42:10.939245,1547892730939,Unknown,
ICMP,NONE,216.58.199.174,192.168.1.35,-1,-1,0,0,-1,2019-01-19 15:42:11.023905,1547892731023,Unknown,
TCP,TCP,192.168.1.35,172.217.160.174,19564,443,16384,0,2,2019-01-19 15:42:11.199441,1547892731199,Unknown,
TCP,TCP,172.217.160.174,192.168.1.35,443,19564,0,0,18,2019-01-19 15:42:11.284456,1547892731284,Unknown,
TCP,TCP,192.168.1.35,172.217.160.174,19564,443,16384,0,16,2019-01-19 15:42:11.284676,1547892731284,Unknown,
SSL,TCP,192.168.1.35,172.217.160.174,19564,443,16384,5,24,2019-01-19 15:42:11.289016,1547892731289,Unknown,
TCP,TCP,172.217.160.174,192.168.1.35,443,19564,0,0,16,2019-01-19 15:42:11.385553,1547892731385,Unknown,
SSL,TCP,172.217.160.174,192.168.1.35,443,19564,0,1,24,2019-01-19 15:42:11.385776,1547892731385,Unknown,
SSL,TCP,192.168.1.35,172.217.160.174,19564,443,16384,0,24,2019-01-19 15:42:11.386202,1547892731386,Unknown,
SSL,TCP,192.168.1.35,172.217.160.174,19564,443,16384,1,24,2019-01-19 15:42:11.391260,1547892731391,Unknown,
SSL,TCP,192.168.1.35,172.217.160.174,19564,443,16384,2,24,2019-01-19 15:42:11.391369,1547892731391,Unknown,
SSL,TCP,192.168.1.35,172.217.160.174,19564,443,16384,4,24,2019-01-19 15:42:11.391454,1547892731391,Unknown,
SSL,TCP,172.217.160.174,192.168.1.35,443,19564,0,0,24,2019-01-19 15:42:11.472512,1547892731472,Unknown,
SSL,TCP,192.168.1.35,172.217.160.174,19564,443,16384,0,24,2019-01-19 15:42:11.473005,1547892731473,Unknown,
SSL,TCP,172.217.160.174,192.168.1.35,443,19564,0,0,24,2019-01-19 15:42:11.479736,1547892731479,Unknown,
TCP,TCP,172.217.160.174,192.168.1.35,443,19564,0,0,16,2019-01-19 15:42:11.494119,1547892731494,Unknown,
TCP,TCP,192.168.1.35,172.217.160.174,19564,443,16384,0,16,2019-01-19 15:42:11.520159,1547892731520,Unknown,
SSL,TCP,192.168.1.35,172.217.160.174,19564,443,16384,1,24,2019-01-19 15:42:11.537123,1547892731537,Unknown,
SSL,TCP,192.168.1.35,172.217.160.174,19564,443,16384,4,24,2019-01-19 15:42:11.537271,1547892731537,Unknown,
SSL,TCP,172.217.160.174,192.168.1.35,443,19564,0,4,24,2019-01-19 15:42:11.562026,1547892731562,Unknown,
SSL,TCP,172.217.160.174,192.168.1.35,443,19564,0,3,24,2019-01-19 15:42:11.562964,1547892731562,Unknown,
TCP,TCP,192.168.1.35,172.217.160.174,19564,443,16384,0,16,2019-01-19 15:42:11.563046,1547892731563,Unknown,
SSL,TCP,172.217.160.174,192.168.1.35,443,19564,0,0,24,2019-01-19 15:42:11.563177,1547892731563,Unknown,
SSL,TCP,192.168.1.35,172.217.160.174,19564,443,16384,0,24,2019-01-19 15:42:11.563329,1547892731563,Unknown,
TCP,TCP,172.217.160.174,192.168.1.35,443,19564,0,0,16,2019-01-19 15:42:11.631927,1547892731631,Unknown,
TCP,TCP,172.217.160.174,192.168.1.35,443,19564,0,0,16,2019-01-19 15:42:11.687884,1547892731687,Unknown,
SSL,TCP,172.217.160.174,192.168.1.35,443,19564,0,2,24,2019-01-19 15:42:11.697374,1547892731697,Unknown,
SSL,TCP,172.217.160.174,192.168.1.35,443,19564,0,4,24,2019-01-19 15:42:11.700256,1547892731700,Unknown,
TCP,TCP,192.168.1.35,172.217.160.174,19564,443,16384,0,16,2019-01-19 15:42:11.700436,1547892731700,Unknown,
SSL,TCP,172.217.160.174,192.168.1.35,443,19564,0,0,24,2019-01-19 15:42:11.700581,1547892731700,Unknown,
SSL,TCP,192.168.1.35,172.217.160.174,19564,443,16384,0,24,2019-01-19 15:42:11.700900,1547892731700,Unknown,
TCP,TCP,172.217.160.174,192.168.1.35,443,19564,0,0,16,2019-01-19 15:42:11.786953,1547892731786,Unknown,
ICMP,NONE,192.168.1.35,216.58.199.174,-1,-1,0,0,-1,2019-01-19 15:42:11.944569,1547892731944,Unknown,
ICMP,NONE,216.58.199.174,192.168.1.35,-1,-1,0,0,-1,2019-01-19 15:42:12.029289,1547892732029,Unknown,
SSDP,UDP,192.168.1.35,239.255.255.250,50044,1900,0,1,-1,2019-01-19 15:42:12.645219,1547892732645,Unknown,
SSDP,UDP,192.168.1.1,192.168.1.35,1900,50044,16384,2,-1,2019-01-19 15:42:12.646821,1547892732646,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,19565,48025,16384,0,2,2019-01-19 15:42:12.649665,1547892732649,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,19565,16384,0,18,2019-01-19 15:42:12.650826,1547892732650,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,19565,48025,16384,0,16,2019-01-19 15:42:12.650936,1547892732650,Unknown,
HTTP,TCP,192.168.1.35,192.168.1.1,19565,48025,16384,1,24,2019-01-19 15:42:12.651179,1547892732651,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,19565,16384,0,16,2019-01-19 15:42:12.652454,1547892732652,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,19565,16384,11,16,2019-01-19 15:42:12.653623,1547892732653,Unknown,
XML,TCP,192.168.1.1,192.168.1.35,48025,19565,16384,9,24,2019-01-19 15:42:12.653997,1547892732653,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,19565,48025,16384,0,16,2019-01-19 15:42:12.654061,1547892732654,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,19565,48025,16384,0,17,2019-01-19 15:42:12.654181,1547892732654,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,19565,16384,0,17,2019-01-19 15:42:12.654588,1547892732654,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,19565,48025,16384,0,16,2019-01-19 15:42:12.654638,1547892732654,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,19565,16384,0,16,2019-01-19 15:42:12.655617,1547892732655,Unknown,
ICMP,NONE,192.168.1.35,216.58.199.174,-1,-1,0,0,-1,2019-01-19 15:42:12.948277,1547892732948,Unknown,
ICMP,NONE,216.58.199.174,192.168.1.35,-1,-1,0,0,-1,2019-01-19 15:42:13.031378,1547892733031,Unknown,
ICMPV6,NONE,fe80::1,ff02::1,-1,-1,-1,0,-1,2019-01-19 15:42:13.442022,1547892733442,Unknown,
ICMP,NONE,192.168.1.35,216.58.199.174,-1,-1,0,0,-1,2019-01-19 15:42:13.951855,1547892733951,Unknown,
ICMP,NONE,216.58.199.174,192.168.1.35,-1,-1,0,0,-1,2019-01-19 15:42:14.034782,1547892734034,Unknown,
ICMP,NONE,192.168.1.35,216.58.199.174,-1,-1,0,0,-1,2019-01-19 15:42:14.957044,1547892734957,Unknown,
